ID,Unnamed: 0,Rank,Name,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak foot,Skill moves,Preferred foot,Height,Weight,Alternative positions,Age,Nation,League,Team,play style,url,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
16554,393,970,Lucía Rodríguez,78,77,54,74,77,77,69,76,78,59,51,55,54,50,68,75,73,58,80,70,64,76,73,67,75,80,80,80,66,75,80,75,75,73,64,75,RB,3,3,Right,"164cm / 5'5""",60kg / 132lb,LB,25,Spain,Liga F,Real Sociedad,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lucia-rodriguez/268993,,,,,
16555,394,970,Ellie Roebuck,78,83,77,76,78,59,76,58,61,10,10,57,13,12,21,68,10,10,28,31,11,11,54,51,67,25,52,15,11,13,12,13,67,31,61,26,GK,3,1,Right,"174cm / 5'9""",67kg / 148lb,,24,England,Liga F,FC Barcelona,Footwork,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ellie-roebuck/247796,83.0,77.0,76.0,76.0,78.0
16556,395,970,Deanne Rose,78,90,76,73,81,36,73,88,91,80,76,78,76,76,60,77,78,52,77,60,75,83,79,74,72,82,70,27,70,35,36,26,88,64,81,58,ST,3,4,Right,"163cm / 5'4""",62kg / 137lb,"LW, RW",25,Canada,Barclays WSL,Leicester City,Rapid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/deanne-rose/238096,,,,,
16557,396,970,Yazmeen Ryan,78,81,73,75,77,47,76,80,82,75,76,73,75,51,65,76,76,70,77,70,72,79,75,71,79,79,63,47,54,41,52,42,76,82,77,68,RW,3,3,Right,"168cm / 5'6""",66kg / 146lb,"CM, RM",25,United States,NWSL,NJ/NY Gotham,"Anticipate, Block",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/yazmeen-ryan/267227,,,,,
16558,397,970,Camila Sáez,78,58,36,51,57,79,80,56,60,22,41,38,25,26,50,22,22,32,81,78,20,32,74,74,75,80,71,76,72,77,83,81,78,78,81,78,CB,3,2,Left,"170cm / 5'7""",57kg / 126lb,LB,29,Chile,Barclays WSL,West Ham,"Block, Long Ball Pass, Slide Tackle",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/camila-saez/245959,,,,,
16559,398,970,Ebony Salmon,78,89,79,75,76,41,67,90,88,79,80,76,79,74,78,66,83,71,78,70,79,73,83,79,74,78,70,34,79,37,38,38,91,64,74,45,ST,3,3,Right,"163cm / 5'4""",58kg / 128lb,RW,23,England,Barclays WSL,Aston Villa,"Quick Step, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ebony-salmon/267328,,,,,
16560,399,970,Lisa Schmitz,78,79,74,71,79,35,78,30,42,7,10,53,11,8,15,24,16,14,30,18,16,12,48,53,79,18,39,13,16,12,14,12,62,35,67,18,GK,3,1,Right,"174cm / 5'9""",65kg / 143lb,,32,Germany,GPFBL,VfL Wolfsburg,1v1 Close Down,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lisa-schmitz/244301,79.0,74.0,71.0,78.0,79.0
16561,400,970,Sam Staab,78,56,52,69,65,79,79,59,54,45,38,75,70,36,41,53,78,70,70,74,77,59,59,82,76,68,75,77,82,78,80,77,85,68,83,79,CB,3,2,Left,"170cm / 5'7""",64kg / 141lb,,27,United States,NWSL,Chicago Red Stars,"Bruiser, Long Ball Pass, Slide Tackle",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sam-staab/267264,,,,,
16562,401,970,Kinga Szemik,78,78,75,72,79,49,76,51,45,9,13,54,8,8,19,41,12,12,31,24,16,17,42,45,76,22,33,14,11,10,15,13,55,32,42,22,GK,2,1,Right,"182cm / 6'0""",70kg / 154lb,,27,Poland,Barclays WSL,West Ham,"1v1 Close Down, Cross Claimer",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kinga-szemik/269805,78.0,75.0,72.0,76.0,79.0
16563,402,970,Martina Tufeković,78,77,78,74,78,50,75,48,53,14,16,56,19,11,16,35,11,21,13,11,15,19,52,27,76,23,20,19,12,21,17,16,62,16,56,25,GK,2,1,Right,"170cm / 5'7""",60kg / 132lb,,30,Germany,GPFBL,TSG Hoffenheim,"Deflector, Footwork",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/martina-tufekovic/264999,77.0,78.0,74.0,75.0,78.0
16564,403,970,Millie Turner,78,59,50,63,63,78,77,56,61,48,49,62,45,35,56,50,35,48,83,80,60,58,50,66,76,70,74,77,73,80,79,76,79,65,82,78,CB,4,2,Right,"170cm / 5'7""",62kg / 137lb,CDM,28,England,Barclays WSL,Manchester Utd,Block,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/millie-turner/263012,,,,,
16565,404,970,Karólína Lea Vilhjálmsdóttir,78,79,70,77,77,51,71,78,79,78,71,73,69,59,62,76,79,80,77,76,75,78,78,74,72,79,68,47,51,49,54,54,73,74,74,61,RM,3,4,Right,"177cm / 5'10""",68kg / 150lb,"CAM, RW",23,Iceland,GPFBL,Leverkusen,Finesse Shot,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/karolina-lea-vilhjalmsdottir/264891,,,,,
16566,405,970,Charlotte Voll,78,77,76,74,79,47,76,45,51,9,12,56,14,9,15,35,13,10,33,30,24,25,53,58,75,29,40,17,15,15,11,10,57,33,47,20,GK,2,1,Right,"178cm / 5'10""",68kg / 150lb,,25,Germany,GPFBL,Leverkusen,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/charlotte-voll/265118,77.0,76.0,74.0,76.0,79.0
16567,406,970,Megan Walsh,78,76,73,80,82,34,80,35,33,10,7,60,14,8,23,59,21,10,17,30,11,12,37,55,74,12,58,8,8,17,15,16,62,37,70,27,GK,3,1,Right,"172cm / 5'8""",64kg / 141lb,,29,Republic of Ireland,Barclays WSL,West Ham,"Far Throw, Footwork",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/megan-walsh/265295,76.0,73.0,80.0,80.0,82.0
16568,407,970,Joelle Wedemeyer,78,73,38,61,64,79,72,76,71,31,40,40,33,29,38,37,66,56,77,53,55,52,71,80,79,72,72,77,77,79,79,84,85,64,72,79,RB,3,2,Right,"169cm / 5'7""",70kg / 154lb,CB,28,Germany,GPFBL,VfL Wolfsburg,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/joelle-wedemeyer/241847,,,,,
16569,408,970,Christen Westphal,78,79,50,73,72,78,70,78,79,52,45,57,53,52,45,68,75,51,76,75,71,71,75,71,74,73,75,79,73,80,76,76,83,74,71,57,RB,3,3,Right,"168cm / 5'6""",60kg / 132lb,,31,United States,NWSL,San Diego Wave,"Block, Long Throw",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/christen-westphal/267391,,,,,
16570,409,970,Shelina Zadorsky,78,71,48,69,64,79,78,68,73,25,41,66,54,34,60,46,58,71,82,85,67,55,57,61,77,76,81,79,78,81,79,75,82,83,75,79,CB,3,2,Left,"172cm / 5'8""",67kg / 148lb,,31,Canada,Barclays WSL,West Ham,"Block, Jockey, Long Ball Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/shelina-zadorsky/235594,,,,,
16571,410,970,Weronika Zawistowska,78,81,78,72,77,47,81,82,80,86,78,75,82,79,55,70,72,70,75,66,74,77,80,72,74,78,64,42,78,46,44,40,93,78,84,73,LM,3,4,Right,"168cm / 5'6""",60kg / 132lb,"CAM, LW",24,Poland,GPFBL,FC Bayern München,"Anticipate, First Touch, Jockey, Quick Step, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/weronika-zawistowska/265102,,,,,
16572,411,1218,Korbin Albert,77,72,69,73,78,69,73,71,73,74,69,68,73,59,68,75,63,66,79,78,59,79,72,61,73,82,75,72,59,63,76,65,74,75,73,68,CM,3,3,Right,"172cm / 5'8""",62kg / 137lb,LW,20,United States,Arkema PL,Paris SG,"Intercept, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/korbin-albert/273946,,,,,
16573,412,1218,Jone Amezaga,77,89,76,77,74,50,57,91,88,70,78,80,75,69,55,70,79,75,80,75,74,75,84,78,60,74,62,45,45,59,51,35,67,63,55,50,LM,4,4,Right,"165cm / 5'5""",57kg / 126lb,"ST, LW",19,Spain,Liga F,Athletic Club,Technical,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jone-amezaga/272138,,,,,
16574,413,1218,Barbra Banda,77,92,75,60,72,33,71,89,95,76,77,77,72,69,68,58,53,58,68,56,58,72,68,68,75,76,66,25,76,27,32,22,95,65,86,35,ST,3,3,Right,"177cm / 5'10""",69kg / 152lb,,24,Zambia,NWSL,Orlando Pride,"Quick Step, Rapid",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/barbra-banda/276359,,,,,
16575,414,1218,Hanna Bennison,77,75,72,73,82,54,57,77,74,73,72,74,73,57,73,76,70,71,75,70,72,83,84,78,71,84,74,58,48,45,63,53,58,74,47,60,CAM,3,4,Right,"165cm / 5'5""",53kg / 117lb,"CM, ST",21,Sweden,Calcio A Femminile,Juventus,"First Touch, Flair, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/hanna-bennison/263966,,,,,
16576,415,1218,Valentina Bergamaschi,77,84,66,68,64,77,78,84,84,68,73,62,66,23,57,74,69,47,67,67,69,58,79,76,78,62,78,78,66,80,77,73,84,85,78,70,LB,3,3,Right,"168cm / 5'6""",57kg / 126lb,LM,27,Italy,Calcio A Femminile,Juventus,Rapid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/valentina-bergamaschi/246786,,,,,
16577,416,1218,Alejandra Bernabé,77,76,54,69,73,76,75,78,74,69,55,66,40,40,57,65,69,40,78,66,53,70,72,69,69,80,72,76,65,79,78,75,81,79,77,65,LB,3,3,Left,"158cm / 5'2""",59kg / 130lb,,22,Spain,Barclays WSL,Chelsea,Jockey,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alejandra-bernabe/272207,,,,,
16578,417,1218,Rafaela Borggräfe,77,79,72,74,80,47,77,49,43,5,15,56,19,5,50,21,31,34,30,35,16,22,52,44,71,35,35,20,7,16,16,14,56,36,48,27,GK,2,1,Right,"174cm / 5'9""",64kg / 141lb,,24,Germany,GPFBL,SC Freiburg,"Cross Claimer, Far Throw, Footwork, Long Ball Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/rafaela-borggrafe/265076,79.0,72.0,74.0,77.0,80.0
16579,418,1218,Esmee Brugts,77,78,70,76,76,26,51,79,78,77,79,57,68,61,57,79,81,53,80,67,69,77,81,78,63,76,72,24,35,23,27,28,57,62,54,29,LW,3,3,Left,"172cm / 5'8""",63kg / 139lb,"ST, LB, LM",21,Holland,Liga F,FC Barcelona,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/esmee-brugts/267530,,,,,
16580,419,1218,Luana Bühler,77,73,56,71,68,78,75,71,74,57,50,65,62,39,61,56,74,62,80,73,54,58,71,68,77,79,71,76,73,81,78,76,81,77,75,72,CB,2,2,Right,"171cm / 5'7""",60kg / 132lb,,28,Switzerland,Barclays WSL,Spurs,"Anticipate, Block, Intercept",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/luana-buhler/264998,,,,,
16581,420,1218,Marta Cardona,77,79,71,75,79,29,62,78,79,77,71,72,77,58,59,80,75,55,78,72,56,80,78,81,79,78,75,24,59,22,30,22,76,62,72,34,RW,3,4,Right,"161cm / 5'3""",54kg / 119lb,"RM, CM",29,Spain,Liga F,Atlético de Madrid,Technical,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marta-cardona/253437,,,,,
16582,421,1218,Camelia Ceasar,77,76,77,78,75,25,78,26,24,12,7,59,6,6,22,26,10,9,24,23,10,11,34,45,71,26,33,10,11,11,11,8,46,25,40,25,GK,2,1,Right,"170cm / 5'7""",62kg / 137lb,,26,Romania,Calcio A Femminile,Roma,"Far Throw, Long Ball Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/camelia-ceasar/266967,76.0,77.0,78.0,78.0,75.0
16583,422,1218,Selina Cerci,77,77,76,71,76,53,77,80,75,79,79,76,71,70,73,74,70,61,75,66,66,72,85,81,72,77,78,54,79,40,54,58,92,77,82,63,ST,4,3,Right,"171cm / 5'7""",63kg / 139lb,CAM,24,Germany,GPFBL,TSG Hoffenheim,"Flair, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/selina-cerci/265025,,,,,
16584,423,1218,Temwa Chawinga,77,80,76,70,78,46,73,77,82,79,79,74,73,70,68,66,70,65,77,65,53,76,79,75,80,80,75,43,60,34,60,35,79,68,76,70,RM,4,4,Left,"168cm / 5'6""",62kg / 137lb,"LM, CM, RW",25,Malawi,NWSL,KC Current,Rapid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/temwa-chawinga/279799,,,,,
16585,424,1218,Gia Corley,77,66,67,74,76,62,69,67,66,81,66,66,72,59,60,79,64,63,79,73,66,75,71,75,78,80,67,74,58,58,66,45,68,80,68,58,CM,2,3,Right,"159cm / 5'3""",55kg / 121lb,CAM,22,United States,GPFBL,TSG Hoffenheim,"Block, Chip Shot",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gia-corley/264989,,,,,
16586,425,1218,Rachel Corsie,77,55,37,55,47,78,74,42,66,22,38,44,31,18,62,22,39,41,78,78,25,25,45,71,75,70,58,77,79,78,79,78,76,63,78,78,CB,3,2,Right,"175cm / 5'9""",69kg / 152lb,CM,35,Scotland,Barclays WSL,Aston Villa,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/rachel-corsie/245875,,,,,
16587,426,1218,Luany,77,83,78,68,80,43,73,81,85,82,81,77,80,66,62,75,62,57,75,61,56,82,81,72,71,81,77,50,64,41,37,35,78,85,69,68,ST,5,3,Right,"164cm / 5'5""",58kg / 128lb,,21,Brazil,Liga F,Atlético de Madrid,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/luany/274780,,,,,
16588,427,1218,Lucia Di Guglielmo,77,81,35,71,68,73,72,81,81,29,32,37,41,24,56,58,76,61,78,70,63,59,79,75,74,77,69,73,78,74,72,70,86,77,69,71,LB,3,2,Right,"160cm / 5'3""",55kg / 121lb,RB,27,Italy,Calcio A Femminile,Roma,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lucia-di-guglielmo/266970,,,,,
16589,428,1218,Marisa DiGrande,77,67,55,68,72,75,72,66,68,52,50,62,60,52,48,73,48,51,78,77,54,70,62,72,71,79,67,74,62,79,76,79,70,79,68,75,CDM,3,3,Right,"163cm / 5'4""",57kg / 126lb,CM,27,United States,NWSL,Rac. Louisville,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marisa-di-grande/267311,,,,,
16590,429,1218,Fabienne Dongus,77,66,66,71,74,78,82,66,66,77,65,69,69,48,51,74,56,57,80,75,63,73,60,75,78,79,71,83,69,81,78,72,81,74,89,74,CM,4,3,Right,"178cm / 5'10""",63kg / 139lb,CDM,30,Germany,GPFBL,TSG Hoffenheim,"Aerial, Bruiser, Long Throw",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/fabienne-dongus/262090,,,,,
16591,430,1218,Lisa Evans,77,81,71,73,80,46,58,83,80,78,70,72,76,63,57,75,77,70,73,68,76,79,80,90,76,81,70,49,47,50,43,37,60,77,47,63,RW,3,4,Right,"166cm / 5'5""",54kg / 119lb,"ST, RM",32,Scotland,Scottish Women's League,Glasgow City FC,"Trivela, Whipped Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lisa-evans/265305,,,,,
16592,431,1218,Mary Fowler,77,78,75,70,79,47,62,80,76,77,77,75,76,59,59,75,64,56,74,69,69,81,73,77,74,80,74,35,59,38,60,49,74,66,68,38,CAM,5,3,Left,"170cm / 5'7""",66kg / 146lb,RW,21,Australia,Barclays WSL,Manchester City,Trivela,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mary-fowler/248799,,,,,
16593,432,1218,Aurora Galli,77,74,72,74,78,66,61,76,72,80,72,76,72,56,56,76,60,60,83,77,73,76,85,78,72,79,73,69,34,69,72,69,55,79,54,58,CM,3,3,Right,"168cm / 5'6""",56kg / 123lb,CDM,27,Italy,Barclays WSL,Everton,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/aurora-galli/245443,,,,,
16594,433,1218,Nahikari,77,75,77,68,76,23,69,75,75,79,80,74,74,69,80,65,60,70,77,63,57,75,70,76,77,80,67,21,78,15,15,18,85,63,72,65,ST,3,4,Right,"161cm / 5'3""",53kg / 117lb,,27,Spain,Liga F,Athletic Club,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nahikari/246286,,,,,
16595,434,1218,Benedetta Glionna,77,85,67,72,79,20,56,85,85,73,70,69,69,33,60,76,70,79,77,52,74,79,81,80,72,83,60,20,50,16,16,18,69,69,59,31,RW,3,4,Right,"172cm / 5'8""",58kg / 128lb,"ST, RM",25,Italy,Calcio A Femminile,Roma,"Flair, Rapid",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/benedetta-glionna/253742,,,,,
16596,435,1218,Érika González,77,81,75,73,77,48,60,79,82,77,80,68,77,57,75,71,67,57,80,75,59,78,83,76,66,77,61,51,45,46,50,44,68,62,70,31,CAM,3,3,Right,"168cm / 5'6""",63kg / 139lb,ST,20,Spain,Liga F,Levante UD,Technical,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/erika-gonzalez/272004,,,,,
16597,436,1218,Paola Hernández,77,73,75,75,79,70,63,76,71,75,80,70,71,65,68,75,70,71,80,76,66,81,78,72,69,80,68,70,69,61,80,65,76,74,65,40,CM,3,3,Right,"163cm / 5'4""",57kg / 126lb,CAM,22,Spain,Liga F,UD Tenerife,Press Proven,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/paola-hernandez/272225,,,,,
16598,437,1218,Tiny Hoekstra,77,72,77,51,72,37,69,75,70,83,83,72,74,69,63,40,27,49,73,50,38,73,69,61,77,75,65,27,73,21,50,28,83,62,75,60,ST,3,3,Right,"171cm / 5'7""",60kg / 132lb,LW,27,Holland,Nederland Vrouwen Liga,Ajax,Finesse Shot,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/tiny-hoekstra/275971,,,,,
16599,438,1218,Olivia Holdt,77,72,76,68,77,57,68,75,70,78,79,79,71,72,60,70,60,46,78,71,41,80,68,61,79,79,62,59,72,45,64,49,83,70,76,42,ST,2,4,Right,"172cm / 5'8""",62kg / 137lb,"LW, RW",23,Denmark,Sverige Liga,FC Rosengård,"Chip Shot, Flair",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/olivia-holdt/273177,,,,,
16600,439,1218,Emma Holmgren,77,77,76,69,80,50,72,51,49,11,12,52,11,14,23,41,13,19,32,31,13,14,53,53,75,21,37,21,17,19,19,18,65,31,59,28,GK,3,1,Right,"171cm / 5'7""",67kg / 148lb,,27,Sweden,Liga F,Levante UD,1v1 Close Down,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/emma-holmgren/264941,77.0,76.0,69.0,72.0,80.0
16601,440,1218,Kelli Hubly,77,55,41,65,63,80,75,59,51,48,42,41,39,35,41,55,75,33,70,61,69,61,53,52,74,67,73,77,82,78,84,78,84,70,79,70,CB,3,2,Right,"175cm / 5'9""",65kg / 143lb,,30,United States,NWSL,Portland Thorns,Long Ball Pass,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kelli-hubly/267220,,,,,
16602,441,1218,Clare Hunt,77,66,45,60,62,79,72,63,68,43,45,51,41,33,41,48,38,45,78,74,52,58,54,49,73,71,69,76,79,78,82,75,81,67,75,68,CB,3,2,Right,"176cm / 5'9""",63kg / 139lb,,25,Australia,Barclays WSL,Spurs,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/clare-hunt/274644,,,,,
16603,442,1218,Inès Jaurena,77,67,66,71,75,74,67,65,69,77,67,65,65,53,57,72,65,53,78,73,58,75,69,82,79,77,73,82,50,72,79,69,62,69,62,80,CDM,3,3,Left,"158cm / 5'2""",55kg / 121lb,CM,33,France,Arkema PL,FC Fleury 91,Tiki Taka,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ines-jaurena/227356,,,,,
16604,443,1218,Elena Julve,77,86,72,73,82,66,68,89,84,77,71,80,71,69,55,75,69,70,74,70,80,81,92,91,70,80,81,60,67,73,69,50,81,90,67,40,RW,4,4,Right,"154cm / 5'1""",45kg / 99lb,"RM, ST",23,Spain,Liga F,Levante Badalona,"Anticipate, First Touch, Pinged Pass, Quick Step, Technical, Trickster, Whipped Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/elena-julve/272163,,,,,
16605,444,1218,Kristin Kögel,77,83,74,71,77,39,65,83,83,83,78,71,68,75,58,69,69,67,79,60,62,77,76,74,81,79,64,28,72,33,40,39,81,68,63,62,ST,4,3,Left,"157cm / 5'2""",54kg / 119lb,"LM, LW",24,Germany,GPFBL,Leverkusen,Rapid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kristin-kogel/264922,,,,,
16606,445,1218,Casey Krueger,77,73,56,72,73,74,79,72,74,59,46,76,61,58,45,61,78,57,77,70,75,73,54,62,75,79,83,72,74,76,73,74,86,72,83,76,LB,3,3,Right,"168cm / 5'6""",63kg / 139lb,CB,34,United States,NWSL,Washington Spirit,"Bruiser, Jockey, Press Proven",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/casey-krueger/236642,,,,,
16607,446,1218,Mariana Larroquette,77,78,72,63,78,29,69,79,78,81,79,60,71,71,58,60,50,53,74,65,58,80,71,71,79,80,75,20,77,22,27,25,89,77,77,36,ST,4,4,Right,"166cm / 5'5""",55kg / 121lb,,31,Argentina,NWSL,Orlando Pride,"Flair, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mariana-larroquette/246358,,,,,
16608,447,1218,Claire Lavogez,77,73,76,77,74,48,75,76,71,79,77,74,76,76,72,80,73,72,79,76,72,74,74,58,74,77,78,47,63,48,43,46,80,75,78,67,CAM,4,4,Right,"173cm / 5'8""",63kg / 139lb,ST,30,France,Liga F,Real Sociedad,Technical,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/claire-lavogez/227359,,,,,
